,city_name,Country,First Administration,Second Administration,latitude (degree),longitude (degree),elevation (m),dist_to_sea (km),mean_temp (Celsius),mean_solarradiation (W/m2),mean_humidity (%),mean_windspeed (kph),mean_temp_index,mean_humid_index,mean_wind_index,temp_std (Celsius),mean_temp_range (Celsius),mean_abs_temp_diff_1 (Celsius),precip_std (mm),precip_sum (mm),mean_pressure (millibar),pressure_std (millibar),mean_snow_depth (cm),mean_cloud_cover (%),mean_visibility (km),clear_day_num,cloudy_day_num,overcast_day_num,rain_day_num,snow_day_num,temp precip corr,humid radiat corr,humid precip corr,temp radiat corr,pressure_temp_corr,Koppen climate,Color Code,Climate Names,Group,Precipitation Type,Level of Heat,Region,Continent
325,Warsaw,Poland,Masovian Voivodeship,Masovian Voivodeship,52.2319581,21.0067249,116.353508,262.1781529,9.965,172.132,72.499,20.375,0.518823983,0.007979245,0.027161251,8.043,8.019,1.737,4.53,521.537,1016.832,8.846,0.521,60.532,14.589,26,292,47,148,50,-0.031,-0.761,0.14,0.743,-0.078,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer,Eastern Europe,Europe
326,Geneve,Switzerland,Geneva,Geneva,46.2017559,6.1466014,396.8802795,273.8101024,12.725,154.064,69.73,18.612,0.675079825,0.009204056,0.034725074,7.737,9.398,1.432,4.725,696.75,1018.729,7.312,0.096,47.681,10.291,61,277,17,207,25,-0.034,-0.78,0.359,0.679,-0.349,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,Western Europe,Europe
327,Juf,Switzerland,Grisons,Grisons,46.445556,9.579167,2127.718506,212.0686113,4.778,165.987,65.859,17.993,0.318753754,0.010971903,0.031897114,7.188,8.236,1.478,5.142,759.325,1020.421,7.524,32.459,56.242,20.539,29,251,54,188,148,0.145,-0.221,0.457,0.701,-0.022,ET,#64FFFF,Tundra,Polar,Tundra,,Western Europe,Europe
328,Samedan,Switzerland,Grisons,Maloja District,46.5325142,9.8691845,1726.015991,227.0450454,3.46,160.484,71.987,21.633,0.312972542,0.004843737,0.020259109,8.401,12.888,1.849,4.26,568.394,1020.336,7.658,32.692,52.644,21.608,61,265,37,129,84,0.193,-0.532,0.372,0.671,-0.142,Dfc,#C800C8,Subarctic climate,Cold (continental),Without dry season,Cold summer,Western Europe,Europe
329,Zurich,Switzerland,Zurich,Zurich District,47.3744489,8.5410422,408.936554,295.0647305,11.526,106.711,72.422,14.643,0.648520146,0.008007902,0.054519346,7.453,8.159,1.584,4.626,873.327,1018.964,7.526,0.382,51.068,9.313,52,290,17,210,33,0.014,-0.691,0.349,0.714,-0.282,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,Western Europe,Europe
330,Gibraltar,Gibraltar,,,36.1285933,-5.3474761,214.0670624,0.584971984,19.237,,72.474,29.951,1.136255456,0.003906177,0.007084584,3.955,5.032,0.84,6.968,598.101,1017.819,5.184,0.0,42.945,13.526,96,249,18,87,0,-0.228,,0.233,,-0.407,Csa,#96FF00,Hot-summer Mediterranean climate,Temperate,Dry summer,Hot summer,Southern Europe,Europe
331,Guatemala City,Guatemala,Guatemala Department,Guatemala City,14.6349149,-90.5068824,1490.493774,72.42880985,19.436,176.32,77.864,27.174,1.25300262,0.00090214,0.006033617,1.318,9.039,0.632,6.942,1718.1,1020.909,1.486,0.0,67.095,9.456,0,347,17,293,0,0.059,-0.61,0.66,0.206,-0.356,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",,Central America,North America
332,Harper,Liberia,Maryland,Harper,4.3759676,-7.7009416,5.609465599,1.4449955,25.825,217.1,83.835,12.888,0.697738076,7.31e-05,0.065752539,1.138,6.919,0.397,14.044,2562.7,1011.681,1.779,0.0,68.021,18.854,5,292,63,344,0,-0.197,-0.165,0.378,0.581,-0.764,Am,#FF0000,Tropical monsoon climate,Tropical,Monsoon,,West Africa,Africa
333,Havana,Cuba,Havana,Havana,23.135305,-82.3589631,11.24471188,1.946985336,24.585,264.535,81.076,21.885,0.85598771,0.000467517,0.017040758,2.332,10.236,0.908,10.303,1540.1,1016.182,2.719,,48.164,8.829,2,355,8,138,0,0.131,-0.148,0.385,0.597,-0.374,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",,"Greater Antilles, Caribbean",North America
334,Helsinki,Finland,Uusimaa,Helsinki,60.1674881,24.9427473,7.399104595,2.356181527,7.265,93.621,77.931,22.477,0.407213659,0.003699464,0.017211985,8.188,6.044,1.584,3.016,473.716,1012.752,12.066,2.007,54.214,32.486,64,229,70,139,82,-0.118,-0.784,0.379,0.583,0.114,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer,Northern Europe,Europe
335,Oulu,Finland,Northern Ostrobothnia,Oulu,65.0120888,25.4650773,5.528194904,4.204567288,4.108,88.51,80.621,25.276,0.329201102,0.001704559,0.012700304,9.512,5.696,2.076,3.513,306.502,1009.893,12.377,14.076,62.252,17.702,41,247,75,87,45,0.26,-0.732,0.087,0.66,0.14,Dfc,#C800C8,Subarctic climate,Cold (continental),Without dry season,Cold summer,Northern Europe,Europe
336,Hongkong,Hong Kong,,,22.2793278,114.1628131,3.649272919,0.078503269,23.879,211.059,73.762,23.424,0.782146705,0.004277184,0.01150867,5.634,5.964,1.12,13.275,1539.881,1012.56,5.812,0.0,50.539,13.582,22,342,1,191,0,-0.017,-0.312,0.357,0.558,-0.852,Cwa,#BEBE00,Monsoon-influenced humid subtropical climate,Temperate,Dry winter,Hot summer,Eastern Asia,Asia
337,Innsbruck,Austria,Tyrol,Innsbruck,47.2654296,11.3927685,578.6451416,199.6909127,9.76,166.893,74.082,20.439,0.573668165,0.005832902,0.031632287,7.619,9.991,1.48,3.639,606.217,1019.45,7.867,0.556,55.662,9.767,40,307,16,198,78,0.21,-0.569,0.27,0.692,-0.291,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,Western Europe,Europe
338,Vienna,Austria,Vienna,Vienna,48.2083537,16.3725042,171.1325836,342.6603964,13.295,139.812,62.986,21.093,0.677508038,0.014273693,0.026718102,7.901,7.216,1.682,3.132,418.496,1018.477,7.832,0.102,59.012,25.746,35,287,42,149,29,0.119,-0.723,0.199,0.739,-0.247,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,Western Europe,Europe
339,Isfahan,Iran,Isfahan Province,Isfahan,32.6707877,51.6650002,1575.555786,294.2613172,16.992,254.841,31.925,25.785,0.688759977,0.010631896,0.023051164,9.696,18.217,1.25,0.867,63.1,1016.824,5.133,0.001,21.76,9.045,210,143,3,53,10,-0.097,-0.811,0.364,0.847,-0.674,BWk,#FFFF64,Cold desert climate,Arid,Desert,Cold,South-Central Asia,Asia
340,Shiraz,Iran,Fars Province,Shiraz,29.6060218,52.5378041,1529.98938,169.9779238,20.028,259.057,33.751,19.254,0.79848262,0.010442209,0.035090723,8.753,15.436,1.033,4.263,304.3,1015.514,5.263,0.007,24.501,8.245,208,151,5,48,3,-0.215,-0.86,0.444,0.828,-0.793,Csa,#96FF00,Hot-summer Mediterranean climate,Temperate,Dry summer,Hot summer,South-Central Asia,Asia
341,Tabriz,Iran,East Azerbaijan Province,Tabriz,38.0739964,46.2961952,1398.78894,258.1153829,14.106,243.082,48.079,26.071,0.608776477,0.013801007,0.016478235,10.885,11.112,1.369,1.798,155.273,1016.434,5.328,1.19,41.595,9.886,97,251,17,91,34,-0.122,-0.771,0.302,0.798,-0.512,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold,South-Central Asia,Asia
342,Tehran,Iran,Tehran Province,Tehran,35.6892523,51.3896004,1169.029419,97.43401664,19.388,248.881,30.45,23.792,0.720557383,0.01320535,0.022356415,9.53,9.692,1.34,1.779,128.5,1014.596,5.511,0.054,31.374,8.828,152,205,8,38,12,-0.167,-0.79,0.414,0.843,-0.632,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold,South-Central Asia,Asia
343,Ishigaki,Japan,Okinawa,Ishigaki,24.3406856,124.1555837,14.10698605,0.237127131,16.471,169.332,69.968,17.942,0.698450446,0.008321224,0.034110092,8.259,7.33,1.551,11.537,1558.846,1013.957,6.187,0.013,56.473,15.532,38,282,43,182,5,0.049,-0.195,0.445,0.489,-0.363,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer,Eastern Asia,Asia
344,Mount Fuji,Japan,Shizuoka,Shizuoka,35.3606255,138.7273634,3729.949707,22.35065682,16.039,164.508,72.684,15.106,0.723250336,0.005405825,0.051175392,7.976,8.81,1.457,13.431,1977.165,1014.338,6.044,0.337,64.018,17.854,49,209,105,194,13,0.171,-0.274,0.498,0.384,-0.34,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,Eastern Asia,Asia
345,Naha,Japan,Okinawa,Naha,26.2125758,127.6790208,7.754115105,1.397558321,23.719,183.68,79.71,26.915,0.854638397,0.001935513,0.00865487,4.642,3.884,0.982,18.566,2921.669,1013.568,5.487,0.0,68.743,12.639,1,303,61,240,0,0.032,-0.023,0.451,0.646,-0.757,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer,Eastern Asia,Asia
346,Nosappu,Japan,Hokkaido,Hokkaido,43.3804285,145.8004401,23.41884995,0.102478105,4.932,68.029,81.059,22.872,0.354063422,0.001853799,0.018932383,9.624,5.795,1.86,2.21,298.146,1012.179,12.027,16.296,67.298,24.614,41,210,114,109,67,0.219,-0.784,0.139,0.716,0.054,Dwb,#B464FA,Monsoon-influenced warm-summer humid continental climate,Cold (continental),Dry winter,Warm summer,Eastern Asia,Asia
347,Osaka,Japan,Osaka,Osaka,34.661629,135.4999268,4.149224281,9.199163744,12.981,176.622,74.168,14.731,0.629118399,0.003422515,0.048506477,9.619,9.499,1.454,9.58,1683.73,1015.304,6.755,4.836,69.192,16.524,2,340,23,173,62,0.195,-0.668,0.512,0.442,-0.599,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer,Eastern Asia,Asia
348,Sapporo,Japan,Hokkaido,Sapporo,43.061936,141.3542924,32.45603943,14.26596738,10.141,156.143,71.488,23.718,0.581841381,0.005360755,0.019053038,9.605,6.78,1.627,8.383,1107.924,1012.544,7.095,20.943,69.644,13.302,5,330,30,170,137,-0.008,-0.512,0.37,0.452,-0.206,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer,Eastern Asia,Asia
349,Tokyo,Japan,Tokyo,,35.6812665,139.757653,4.958639622,2.878284936,16.471,169.332,69.968,17.942,0.698450446,0.008321224,0.034110092,8.259,7.33,1.551,11.537,1558.846,1014.038,6.464,0.013,56.473,15.532,38,282,43,182,5,0.049,-0.195,0.445,0.489,-0.416,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer,Eastern Asia,Asia
350,Islamabad,Pakistan,Islamabad Capital Territory,Islamabad,33.6938118,73.0651511,536.1730957,1046.320857,22.225,215.309,47.094,20.482,0.767590694,0.017148551,0.033171921,7.825,12.638,0.951,21.116,2359.7,1008.954,7.044,0.0,35.082,17.179,111,194,19,193,3,-0.134,-0.479,0.436,0.855,-0.909,Cwa,#BEBE00,Monsoon-influenced humid subtropical climate,Temperate,Dry winter,Hot summer,South-Central Asia,Asia
351,Karachi,Pakistan,Sindh,Karachi City,24.8546842,67.0207055,3.519587278,4.33781073,26.761,227.626,62.191,25.384,0.612619839,0.012776654,0.012369642,4.395,10.058,0.683,8.697,518.9,1008.139,6.442,0.0,34.795,4.997,148,201,12,106,0,0.05,-0.059,0.234,0.614,-0.789,BWh,#FFCC00,Hot deserts climate,Arid,Desert,Hot,South-Central Asia,Asia
352,Jakarta,Indonesia,Jakarta,Jakarta,-6.1753942,106.827183,3.051617384,7.231548169,27.98,230.646,80.681,22.154,0.46473752,0.000224457,0.015840993,0.861,7.264,0.588,14.632,2200.23,1009.004,1.184,0.0,54.019,6.326,0,365,0,287,0,-0.375,-0.326,0.393,0.359,-0.326,Af,#960000,Tropical rainforest climate,Tropical,Rainforest,,Maritime Southeast Asia,Asia
353,Jeddah,Saudi Arabia,Makkah Province,Jeddah,21.5810088,39.1653612,10.11899662,4.602483302,29.599,266.646,52.589,25.105,0.541776624,0.023440614,0.009310425,3.972,10.152,0.86,1.078,79.4,1008.091,4.456,0.0,21.352,9.703,189,171,0,36,0,-0.204,-0.224,0.18,0.59,-0.885,BWh,#FFCC00,Hot deserts climate,Arid,Desert,Hot,"Arabian Peninsula, Middle East",Asia
354,Mecca,Saudi Arabia,Makkah Province,Makkah Al-Mukarramah,21.420847,39.826869,298.5681763,65.46709868,28.223,267.634,41.628,23.936,0.637094809,0.022807406,0.009340252,4.656,14.161,0.65,1.224,122.0,1011.63,3.837,0.0,24.897,9.511,147,202,0,64,0,-0.253,-0.734,0.412,0.724,-0.881,BWh,#FFCC00,Hot deserts climate,Arid,Desert,Hot,"Arabian Peninsula, Middle East",Asia
355,Riyadh,Saudi Arabia,Riyadh Province,Riyadh,24.638916,46.7160104,584.9780273,354.6322322,27.553,271.013,28.248,18.761,0.70998769,0.009576292,0.034045437,8.249,13.313,1.298,0.941,64.6,1012.62,6.417,0.0,22.675,8.959,212,149,2,29,0,-0.172,-0.816,0.443,0.746,-0.909,BWh,#FFCC00,Hot deserts climate,Arid,Desert,Hot,"Arabian Peninsula, Middle East",Asia
356,Jerusalem,Israel,Jerusalem District,Jerusalem,31.79592425,35.21198076,764.5390625,52.33080742,18.71,227.414,61.48,19.356,0.869620125,0.013557268,0.026048326,7.326,9.973,1.352,6.305,572.643,1012.83,5.126,0.001,31.854,9.485,103,261,0,67,5,-0.387,-0.549,0.438,0.733,-0.772,Csa,#96FF00,Hot-summer Mediterranean climate,Temperate,Dry summer,Hot summer,"Middle East, Western Asia",Asia
357,Tel Aviv,Israel,Tel Aviv District,Tel Aviv-Yafo,32.0852997,34.7818064,20.54564285,1.66126282,21.018,227.403,66.235,20.971,0.901740325,0.007313401,0.018112278,6.078,9.38,0.871,6.411,578.533,1012.851,5.073,0.0,36.803,9.882,74,288,0,72,0,-0.34,-0.391,0.419,0.659,-0.766,Csa,#96FF00,Hot-summer Mediterranean climate,Temperate,Dry summer,Hot summer,"Middle East, Western Asia",Asia
358,Juba,South Sudan,Central Equatoria,Juba,4.859363,31.57125,487.0743713,1147.55089,26.922,238.782,57.876,13.421,0.764791423,0.010359669,0.059188492,2.788,12.495,1.143,4.683,915.1,1009.381,2.246,0.0,68.868,23.018,3,300,61,276,0,-0.456,-0.426,0.479,0.455,-0.864,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",,East-Central Africa,Africa
359,Kabul,Afghanistan,Kabul,Kabul,34.5260109,69.1776838,1798.445068,933.1032606,11.79,233.308,41.243,14.272,0.713963497,0.014183432,0.055770471,9.556,9.287,1.088,2.955,348.7,1014.072,6.746,1.217,28.002,23.194,177,149,19,121,37,-0.128,-0.637,0.523,0.793,-0.916,Csa,#96FF00,Hot-summer Mediterranean climate,Temperate,Dry summer,Hot summer,South-Central Asia,Asia
360,Kampala,Uganda,Central Region,Kampala,0.3475964,32.5825197,1176.223267,819.3777155,22.462,241.352,76.978,27.083,1.189721338,0.000755299,0.00862088,1.044,8.545,0.739,6.643,777.3,1015.213,1.638,0.001,47.561,12.31,0,365,0,236,0,-0.167,-0.373,0.226,0.482,-0.422,Af,#960000,Tropical rainforest climate,Tropical,Rainforest,,Eastern Africa,Africa
361,Kathmandu,Nepal,Bagmati Province,Bagmati Province,27.708317,85.3205817,1295.068726,588.2473839,18.807,209.045,76.199,18.635,0.990947685,0.002641411,0.030927801,5.14,10.468,0.592,19.984,2937.5,1014.935,3.892,0.0,57.689,6.993,0,362,3,150,0,0.244,-0.502,0.372,0.406,-0.628,Cwb,#8C8C00,Subtropical highland climate or temperate oceanic climate with dry winters,Temperate,Dry winter,Warm summer,South-Central Asia,Asia
362,Khumjung,Nepal,Koshi Province,Solukhumbu,27.9343193,86.7818523,4695.49707,562.3200097,-3.375,263.794,64.347,15.412,0.356168897,0.012176773,0.049438957,7.09,31.582,1.165,3.531,646.8,1021.594,4.715,11.754,45.944,14.097,90,204,41,179,232,0.328,-0.08,0.521,0.055,-0.549,ET,#64FFFF,Tundra,Polar,Tundra,,South-Central Asia,Asia
363,Lukla,Nepal,Koshi Province,Koshi Province,27.6856603,86.7278059,2782.932617,539.1354127,3.072,201.957,69.09,18.939,0.495692909,0.011792104,0.030656599,6.112,23.421,0.893,4.271,1024.2,1018.841,3.897,4.926,48.324,14.245,39,243,34,236,167,0.255,-0.587,0.522,-0.299,-0.515,ET,#64FFFF,Tundra,Polar,Tundra,,South-Central Asia,Asia
364,Kharkiv,Ukraine,Kharkiv Oblast,Kharkivs'ka city council,49.9923181,36.2310146,121.6188812,319.412757,8.697,141.837,73.48,22.967,0.485828189,0.008092031,0.018657098,9.658,7.729,2.019,2.864,542.2,1015.357,8.519,1.448,68.039,8.709,36,220,109,166,86,-0.028,-0.783,0.404,0.713,-0.236,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer,Eastern Europe,Europe
365,Kyiv,Ukraine,Kyiv city,Kyiv city,50.4500336,30.5241361,150.7574463,341.5338763,9.711,132.013,70.648,16.178,0.534724032,0.009553985,0.045524371,9.091,7.481,1.794,2.861,525.3,1016.306,8.721,1.083,69.074,19.115,25,227,113,190,74,0.015,-0.8,0.333,0.702,-0.204,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer,Eastern Europe,Europe
366,Odessa,Ukraine,Odessa Oblast,,46.482526,30.7233095,55.99980927,4.034484044,12.533,169.898,70.636,19.635,0.629806593,0.007861702,0.029057343,8.762,6.846,1.5,2.83,292.1,1016.539,7.619,0.124,59.997,23.852,31,274,60,135,28,0.028,-0.712,0.22,0.699,-0.375,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer,Eastern Europe,Europe
367,Khartoum,Sudan,Khartoum,Khartoum,15.5006544,32.5598994,383.7507629,591.614573,30.376,272.078,26.492,28.642,0.603099833,0.009802225,0.003939942,4.882,11.91,1.172,2.284,177.2,1010.074,3.137,0.0,32.263,12.386,147,207,5,77,0,-0.012,-0.438,0.373,0.473,-0.893,BWh,#FFCC00,Hot deserts climate,Arid,Desert,Hot,Northern Africa,Africa
368,Kingston,Jamaica,St. Andrew Parish,Kingston,18.0178743,-76.8099041,57.83631134,4.0989832,27.944,160.836,71.859,35.909,0.470691183,0.001719239,0.003021734,1.09,5.668,0.428,6.067,509.5,1013.637,1.653,0.0,41.385,12.085,0,365,0,90,0,-0.077,-0.206,0.372,0.089,-0.281,Af,#960000,Tropical rainforest climate,Tropical,Rainforest,,"Greater Antilles, Caribbean",North America
369,Kisumu,Kenya,Kisumu County,Kisumu,-0.0917016,34.7679568,1187.828491,603.0731798,21.99,267.631,70.368,24.662,1.123422455,0.00417179,0.014044796,1.338,13.981,0.908,6.181,2017.0,1017.13,1.873,0.0,65.808,12.498,0,360,5,334,0,-0.369,-0.451,0.489,0.385,-0.65,Af,#960000,Tropical rainforest climate,Tropical,Rainforest,,Eastern Africa,Africa
370,Mombasa,Kenya,Mombasa County,Mombasa,-4.05052,39.667169,18.79147339,1.415585298,26.604,271.426,76.542,27.91,0.69475647,0.000452001,0.004137094,1.801,6.651,0.378,5.597,559.9,1012.805,2.676,0.0,46.904,14.093,0,362,1,131,0,-0.173,-0.458,0.464,0.246,-0.857,As,#FF6E6E,Tropical dry savanna climate,Tropical,"Savanna, Dry",,Eastern Africa,Africa
371,Nairobi,Kenya,Nairobi County,Nairobi,-1.2832533,36.8172449,1672.708252,366.9185343,19.779,241.459,65.62,26.644,1.233362957,0.009085014,0.0074538,1.792,9.832,0.651,3.772,372.4,1020.662,1.914,0.0,74.946,10.549,0,350,15,86,0,0.015,-0.605,0.263,0.719,-0.671,Cwb,#8C8C00,Subtropical highland climate or temperate oceanic climate with dry winters,Temperate,Dry winter,Warm summer,Eastern Africa,Africa
372,Kuala Lumpur,Malaysia,Kuala Lumpur,Federal Territory of Kuala Lumpur,3.1516964,101.6942371,31.26236343,33.77452787,27.888,219.696,79.177,15.407,0.461998359,0.000401706,0.046169628,1.136,7.596,0.713,12.822,2358.039,1009.141,1.358,0.0,40.238,9.633,0,365,0,251,0,-0.453,-0.349,0.469,0.439,-0.37,Af,#960000,Tropical rainforest climate,Tropical,Rainforest,,Southeast Asia,Asia
373,Kuwait City,Kuwait,Al Asimah Governate,Kuwait City,29.3796532,47.9734174,3.702594995,0.727297237,28.244,152.112,35.841,25.273,0.655228741,0.012584303,0.013966032,9.149,12.236,1.142,2.953,191.267,1009.748,8.146,0.0,16.748,8.066,159,102,3,151,0,-0.178,-0.752,0.259,0.605,-0.929,BWh,#FFCC00,Hot deserts climate,Arid,Desert,Hot,"Middle East, Western Asia",Asia
374,Libreville,Gabon,Estuaire,Komo-Mondah,0.4161976,9.4672676,21.19067574,2.976501394,26.382,217.198,82.759,17.796,0.657458536,6.43e-05,0.028518585,1.073,5.327,0.567,8.419,1460.3,1011.133,1.791,0.0,64.986,14.198,0,357,8,302,0,0.007,-0.434,0.333,0.383,-0.717,Am,#FF0000,Tropical monsoon climate,Tropical,Monsoon,,Central Africa,Africa
375,Lilongwe,Malawi,Central Region,Lilongwe,-13.9626121,33.7741195,1055.278931,496.8162744,20.548,235.375,66.12,23.63,1.179059462,0.012829568,0.014457647,2.638,10.33,0.671,13.435,1610.7,1017.38,3.388,0.0,49.84,17.378,71,267,27,194,0,-0.002,-0.493,0.381,0.523,-0.623,Cwa,#BEBE00,Monsoon-influenced humid subtropical climate,Temperate,Dry winter,Hot summer,Eastern Africa,Africa
376,Lima,Peru,Callao Region,Lima,-12.0621065,-77.0365256,134.8258209,5.244477124,18.316,272.708,79.809,22.343,1.228947319,0.000166621,0.013119495,2.631,4.085,0.437,1.024,110.9,1013.943,1.573,0.0,77.722,9.265,5,237,123,105,0,0.322,-0.214,-0.045,0.063,-0.669,BWh,#FFCC00,Hot deserts climate,Arid,Desert,Hot,Western South America,South America
377,Lisboa,Portugal,Lisbon,Lisbon,38.7077507,-9.1365919,3.803534508,0.048299829,17.813,176.082,70.419,21.912,1.049769663,0.007981442,0.016686719,4.497,7.601,1.09,5.67,575.95,1018.133,5.747,0.0,43.002,10.545,65,294,5,122,0,-0.088,-0.623,0.312,0.555,-0.299,Csb,#00D700,Warm-summer Mediterranean climate,Temperate,Dry summer,Warm summer,Southern Europe,Europe
378,Luanda,Angola,Luanda Province,Luanda,-8.8146556,13.2301756,6.726194382,0.71362641,24.865,250.318,80.723,22.501,0.875775246,0.00015431,0.01152611,2.204,5.126,0.434,3.188,370.7,1011.04,2.007,0.0,61.143,13.314,2,360,3,243,0,0.182,-0.36,0.234,0.22,-0.826,BSh,#CC8D14,Hot semi-arid (steppe) climate,Arid,Steppe,Hot,Central Africa,Africa
379,Lusaka,Zambia,Lusaka Province,Lusaka,-15.3875259,28.3228165,1252.982544,751.0934248,20.472,241.393,61.453,19.76,1.146438755,0.010803737,0.025983914,3.227,11.117,0.858,7.104,1075.9,1014.851,4.97,0.0,42.986,23.191,110,222,33,182,0,-0.012,-0.455,0.467,0.537,-0.598,Cwa,#BEBE00,Monsoon-influenced humid subtropical climate,Temperate,Dry winter,Hot summer,Eastern Africa,Africa
380,Male,Maldives,Male,Malé,4.1754959,73.5093474,8.004964828,1.091670649,28.845,253.332,78.493,27.9,0.27975128,0.000415768,0.014700885,0.904,4.092,0.46,8.813,1253.5,1009.618,1.305,0.0,73.573,10.954,0,302,62,169,0,-0.415,-0.372,0.429,0.465,-0.237,Am,#FF0000,Tropical monsoon climate,Tropical,Monsoon,,South-Central Asia,Asia
381,Manila,Philippines,Metro Manila,Manila,14.5948914,120.9782618,1.92349112,1.8146532,28.359,141.441,75.422,21.679,0.425701473,0.001462556,0.018800055,1.276,6.523,0.609,13.977,2062.695,1009.853,2.439,0.0,65.104,10.205,0,341,24,250,0,-0.245,-0.369,0.46,0.571,-0.154,Af,#960000,Tropical rainforest climate,Tropical,Rainforest,,Southeast Asia,Asia
382,Maputo,Mozambique,Maputo,Maputo,-25.969248,32.5731746,18.93315697,0.143359564,23.287,224.003,74.233,24.866,0.978949494,0.002618219,0.010786139,3.081,9.891,1.256,10.117,813.4,1017.111,5.297,0.0,46.398,12.499,72,284,8,88,0,-0.094,-0.269,0.248,0.644,-0.741,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",,Eastern Africa,Africa
383,Minsk,Belarus,Minsk Region,Minsk Region,53.9024716,27.5618225,214.0046387,460.4691257,7.332,127.104,79.223,24.267,0.411694806,0.003374224,0.01553943,8.757,8.254,1.762,3.007,550.3,1015.104,9.932,3.665,58.966,10.617,67,199,94,164,100,-0.071,-0.747,0.422,0.677,-0.038,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer,Eastern Europe,Europe
384,Mogadishu,Somalia,Banaadir,Mogadisho,2.0469343,45.3181623,60.94033813,2.570967193,27.056,287.236,77.492,31.144,0.539425774,0.00027734,0.001469739,1.137,5.015,0.214,6.45,515.6,1011.456,1.759,0.0,55.385,18.386,5,358,1,216,0,-0.069,-0.245,-0.03,0.031,-0.643,BSh,#CC8D14,Hot semi-arid (steppe) climate,Arid,Steppe,Hot,Eastern Africa,Africa
385,Moroni,Comoros,Ngazidja,Moroni,-11.7172157,43.2473146,27.1294651,2.797803296,26.231,231.636,72.634,25.389,0.721336345,0.001792708,0.012454018,1.647,7.908,0.551,19.616,2125.6,1014.155,3.092,,44.377,16.465,9,344,9,256,0,-0.056,-0.165,0.409,0.359,-0.79,Af,#960000,Tropical rainforest climate,Tropical,Rainforest,,Eastern Africa,Africa
386,Muscat,Oman,Muscat Governorate,Muscat,23.5882019,58.3829448,9.152368546,2.760252949,29.002,264.266,60.619,21.653,0.531857416,0.012788147,0.015690477,4.411,7.228,0.876,3.524,178.7,1007.414,7.176,0.0,19.461,9.984,227,129,0,44,0,-0.008,-0.235,0.142,0.669,-0.833,BWh,#FFCC00,Hot deserts climate,Arid,Desert,Hot,Middle East,Asia
387,N'Djamena,Chad,N'Djamena,N'Djaména,12.1348457,15.0557415,293.2786865,959.6299929,28.49,245.224,40.642,24.146,0.675524671,0.009024414,0.011767434,3.956,13.786,1.033,5.025,445.2,1009.868,2.659,0.0,42.281,11.417,29,335,1,95,0,-0.08,-0.609,0.331,0.394,-0.839,BSh,#CC8D14,Hot semi-arid (steppe) climate,Arid,Steppe,Hot,Central Africa,Africa
388,Niamey,Niger,Niamey Urban Community,Niamey,13.5115963,2.1253854,218.7328339,704.116665,30.041,251.658,34.112,25.881,0.599062531,0.008590579,0.01074498,3.697,11.975,1.07,5.544,444.1,1011.007,2.398,0.0,36.695,8.567,93,272,0,48,0,-0.172,-0.316,0.391,0.584,-0.784,BSh,#CC8D14,Hot semi-arid (steppe) climate,Arid,Steppe,Hot,West Africa,Africa
389,Nouakchott,Mauritania,Nouakchott,Nouakchott,18.0735299,-15.9582372,1.084140062,7.270909676,24.243,257.402,60.038,28.27,1.013248613,0.012465241,0.003377007,3.009,5.101,0.865,4.608,203.1,1011.769,1.906,0.0,39.471,23.58,134,190,37,55,0,0.084,0.353,0.119,-0.086,-0.274,BWh,#FFCC00,Hot deserts climate,Arid,Desert,Hot,West Africa,Africa
